0 -286.000000 594.000000 26.000000 1 1200 1200 1200 1200 0 10000 0
1 -493.000000 565.000000 24.000000 0 2 3 50 1200 0 10000 0
2 -735.000000 577.000000 26.000000 1 1200 1200 1200 1200 0 10000 0
3 -510.000000 276.000000 24.000000 1 4 5 1200 1200 0 10000 0
4 -46.000000 291.000000 24.000000 3 1200 1200 1200 1200 0 10000 0
5 -525.000000 -458.000000 120.000000 3 6 1200 1200 1200 0 10000 0
6 -900.000000 -455.000000 120.000000 5 7 1200 1200 1200 0 10000 0
7 -874.000000 -1097.000000 120.000000 6 8 1200 1200 1200 0 10000 0
8 46.000000 -1101.000000 120.000000 7 9 1200 1200 1200 0 10000 0
9 44.000000 -652.000000 120.000000 8 10 1200 1200 1200 0 10000 0
10 692.000000 -617.000000 120.000000 9 11 1200 1200 1200 0 10000 0
11 701.000000 -187.000000 120.000000 10 12 1200 1200 1200 0 10000 0
12 1601.000000 -206.000000 120.000000 11 13 1200 1200 1200 0 10000 0
13 1604.000000 -827.000000 120.000000 12 14 1200 1200 1200 0 10000 0
14 1215.000000 -841.000000 120.000000 13 15 1200 1200 1200 0 10000 0
15 1232.000000 -1397.000000 24.000000 14 16 1200 1200 1200 0 10000 0
16 1342.000000 -1559.000000 26.000000 15 17 18 20 1200 0 10000 0
17 1484.000000 -1554.000000 26.000000 16 1200 1200 1200 1200 0 10000 0
18 967.000000 -1607.000000 24.000000 16 19 1200 1200 1200 0 10000 0
19 735.000000 -1551.000000 24.000000 18 1200 1200 1200 1200 0 10000 0
20 1226.000000 -1675.000000 24.000000 16 21 25 1200 1200 0 10000 0
21 1102.000000 -1791.000000 26.000000 20 22 23 1200 1200 0 10000 0
22 940.000000 -1789.000000 26.000000 21 1200 1200 1200 1200 0 10000 0
23 1093.000000 -1967.000000 26.000000 21 24 1200 1200 1200 0 10000 0
24 1212.000000 -1984.000000 24.000000 23 25 28 31 1200 0 10000 0
25 1325.000000 -1885.000000 26.000000 24 20 26 1200 1200 0 10000 0
26 1496.000000 -1877.000000 26.000000 25 27 1200 1200 1200 0 10000 0
27 1489.000000 -1739.000000 26.000000 26 1200 1200 1200 1200 0 10000 0
28 1304.000000 -2103.000000 24.000000 24 29 1200 1200 1200 0 10000 0
29 1300.000000 -2295.000000 24.000000 28 30 1200 1200 1200 0 10000 0
30 1130.000000 -2281.000000 24.000000 29 31 1200 1200 1200 0 10000 0
31 1044.000000 -2194.000000 24.000000 30 24 32 34 1200 0 10000 0
32 801.000000 -2256.000000 56.000000 31 33 1200 1200 1200 0 10000 0
33 371.000000 -2252.000000 56.000000 32 1200 1200 1200 1200 0 10000 0
34 734.000000 -2092.000000 -12.000000 31 35 1200 1200 1200 0 10000 0
35 441.000000 -2258.000000 -85.000000 34 36 1200 1200 1200 0 10000 0
36 164.000000 -1810.000000 -103.000000 35 37 1200 1200 1200 0 10000 0
37 315.000000 -1599.000000 -103.000000 36 38 1200 1200 1200 0 10000 0
38 647.000000 -1592.000000 -103.000000 37 39 1200 1200 1200 0 10000 0
39 605.000000 -1020.000000 -104.000000 38 40 1200 1200 1200 0 10000 0
40 496.000000 -853.000000 -97.000000 39 41 42 1200 1200 0 10000 0
41 417.000000 -333.000000 -86.000000 40 43 1200 1200 1200 0 10000 0
42 127.000000 -645.000000 -121.000000 40 43 1200 1200 1200 0 10000 0
43 72.000000 -122.000000 -112.000000 42 41 44 1200 1200 0 10000 0
44 88.000000 313.000000 -103.000000 43 45 1200 1200 1200 0 10000 0
45 518.000000 328.000000 -103.000000 44 46 1200 1200 1200 0 10000 0
46 408.000000 843.000000 -103.000000 45 47 1200 1200 1200 0 10000 0
47 -289.000000 811.000000 24.000000 46 48 50 1200 1200 0 10000 0
48 -300.000000 945.000000 24.000000 47 49 52 1200 1200 0 10000 0
49 319.000000 975.000000 56.000000 48 1200 1200 1200 1200 0 10000 0
50 -510.000000 798.000000 24.000000 47 51 1 52 1200 0 10000 0
51 -747.000000 895.000000 26.000000 50 1200 1200 1200 1200 0 10000 0
52 -559.000000 929.000000 24.000000 48 50 1200 1200 1200 0 10000 0
