0 -952.000000 909.000000 0.125000 1 -1 -1 -1 -1 0 10000 0
1 -849.000000 965.000000 0.124999 0 2 -1 -1 -1 0 10000 0
2 -647.000000 871.000000 0.125000 1 3 -1 -1 -1 0 10000 0
3 -928.000000 492.000000 0.125000 2 4 32 56 -1 0 10000 0
4 -950.000000 211.000000 0.125000 3 5 6 -1 -1 0 10000 0
5 -697.000000 165.000000 0.125000 4 -1 -1 -1 -1 0 10000 0
6 -986.000000 -120.000000 0.125000 4 7 -1 -1 -1 0 10000 0
7 -307.000000 -117.000000 0.125000 6 8 -1 -1 -1 0 10000 0
8 162.000000 -104.000000 0.125000 7 9 -1 -1 -1 0 10000 0
9 197.000000 -594.000000 0.125000 8 10 -1 -1 -1 0 10000 0
10 522.000000 -580.000000 0.125000 9 11 15 -1 -1 0 10000 0
11 521.000000 -379.000000 0.125000 10 12 -1 -1 -1 0 10000 0
12 616.000000 -331.000000 0.125000 11 13 -1 -1 -1 0 10000 0
13 616.000000 -167.000000 0.125000 12 14 -1 -1 -1 0 10000 0
14 417.000000 -188.000000 0.125000 13 -1 -1 -1 -1 0 10000 0
15 782.000000 -607.000000 0.125000 10 16 -1 -1 -1 0 10000 0
16 827.000000 -86.000000 0.125000 15 17 -1 -1 -1 0 10000 0
17 1271.000000 -90.000000 0.125000 16 18 -1 -1 -1 0 10000 0
18 1640.000000 -168.000000 0.125000 17 19 -1 -1 -1 0 10000 0
19 2010.000000 -154.000000 0.125000 18 20 -1 -1 -1 0 10000 0
20 2019.000000 313.000000 0.125000 19 21 24 -1 -1 0 10000 0
21 1670.000000 315.000000 0.125000 20 22 -1 -1 -1 0 10000 0
22 1636.000000 180.000000 0.125000 21 23 -1 -1 -1 0 10000 0
23 1720.000000 37.000000 0.125000 22 -1 -1 -1 -1 0 10000 0
24 2022.000000 798.000000 0.125000 20 25 55 -1 -1 0 10000 0
25 1744.000000 825.000000 0.125000 24 26 -1 -1 -1 0 10000 0
26 1744.000000 482.000000 0.125000 25 27 -1 -1 -1 0 10000 0
27 1365.000000 522.000000 0.125000 26 28 54 -1 -1 0 10000 0
28 1344.000000 896.000000 0.125000 27 29 -1 -1 -1 0 10000 0
29 610.000000 837.000000 0.125000 28 30 67 -1 -1 0 10000 0
30 -2.000000 917.000000 0.125000 29 31 -1 -1 -1 0 10000 0
31 -343.000000 901.000000 0.125000 30 32 60 -1 -1 0 10000 0
32 -363.000000 490.000000 0.125000 31 3 33 -1 -1 0 10000 0
33 -334.000000 105.000000 0.125000 32 34 -1 -1 -1 0 10000 0
34 -75.000000 72.000000 0.125000 33 35 -1 -1 -1 0 10000 0
35 -58.000000 294.000000 19.139755 34 36 63 59 -1 0 10000 0
36 331.000000 242.000000 0.125000 35 37 63 62 -1 0 10000 0
37 316.000000 93.000000 0.125000 36 38 -1 -1 -1 0 10000 0
38 -253.000000 95.000000 262.125000 37 39 -1 -1 -1 0 10000 0
39 -419.000000 74.000000 264.125000 38 40 68 -1 -1 0 10000 0
40 -410.000000 -122.000000 272.125000 39 41 -1 -1 -1 0 10000 0
41 102.000000 -117.000000 272.125000 40 42 -1 -1 -1 0 10000 0
42 517.000000 -109.000000 272.125000 41 43 44 45 -1 0 10000 0
43 805.000000 -113.000000 272.125000 42 -1 -1 -1 -1 0 10000 0
44 513.000000 -232.000000 272.125000 42 -1 -1 -1 -1 0 10000 0
45 510.000000 40.000000 262.125000 42 46 -1 -1 -1 0 10000 0
46 525.000000 371.000000 57.639751 45 47 48 52 66 0 10000 0
47 518.000000 542.000000 143.139755 46 48 50 66 -1 0 10000 0
48 135.000000 557.000000 150.639755 47 63 64 46 59 0 10000 0
49 -31.000000 828.000000 192.125015 61 50 -1 -1 -1 0 10000 0
50 204.000000 844.000000 192.125015 49 47 65 61 64 0 10000 0
51 807.000000 800.000000 192.125015 65 -1 58 57 -1 0 10000 0
52 930.000000 411.000000 77.639762 58 46 66 53 57 0 10000 0
53 877.000000 122.000000 0.125000 52 54 -1 -1 -1 0 10000 0
54 1365.000000 106.000000 0.125000 53 27 -1 -1 -1 0 10000 0
55 2088.000000 991.000000 0.125000 24 -1 -1 -1 -1 0 10000 0
56 -948.000000 708.000000 0.125000 3 -1 -1 -1 -1 0 10000 0
57 967.939880 639.272094 192.125000 52 51 58 -1 -1 0 10000 0
58 739.559509 637.843322 192.125000 57 52 51 66 -1 0 10000 0
59 -54.866153 534.154602 151.719253 35 48 61 63 -1 0 10000 0
60 -466.866394 980.364379 0.125000 31 -1 -1 -1 -1 0 10000 0
61 58.266754 646.691894 192.214096 59 49 50 64 -1 0 10000 0
62 318.556671 458.908142 114.224563 63 36 64 -1 -1 0 10000 0
63 125.625663 401.488891 85.515693 48 36 62 35 59 0 10000 0
64 340.633972 635.985229 192.344253 50 61 48 62 -1 0 10000 0
65 412.077392 847.722473 192.352996 50 51 -1 -1 -1 0 10000 0
66 641.761779 523.674438 146.480117 47 46 58 52 -1 0 10000 0
67 569.023071 695.699768 0.125000 29 -1 -1 -1 -1 0 10000 0
68 -484.142639 154.916992 264.125000 69 39 -1 -1 -1 0 10000 0
69 -501.544464 471.435302 264.125000 70 68 -1 -1 -1 0 10000 0
70 -485.832794 862.211181 264.125000 71 69 -1 -1 -1 0 10000 0
71 -423.780090 949.567993 264.125000 72 70 -1 -1 -1 0 10000 0
72 -217.172866 932.699279 264.125000 71 -1 -1 -1 -1 0 10000 0
